repo,focal_method,test_method,missed_branches,total_branches,missed_lines,total_lines,branch_coverage,line_coverage
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test50,1398,1399,2805,2817,0.0007147962830593281,0.004259850905218318
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test52,1398,1399,2805,2817,0.0007147962830593281,0.004259850905218318
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test53,1390,1399,2794,2817,0.006433166547533953,0.008164714235001775
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test54,1391,1399,2798,2817,0.005718370264474625,0.0067447639332623354
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test55,1388,1399,2796,2817,0.007862759113652609,0.007454739084132056
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test57,1391,1399,2798,2817,0.005718370264474625,0.0067447639332623354
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test63,1398,1399,2795,2817,0.0007147962830593281,0.007809726659566915
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test65,1397,1399,2802,2817,0.0014295925661186562,0.005324813631522897
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test66,1398,1399,2799,2817,0.0007147962830593281,0.006389776357827476
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test67,1398,1399,2800,2817,0.0007147962830593281,0.006034788782392616
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###setLeft,test01,1398,1399,2802,2817,0.0007147962830593281,0.005324813631522897
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###setLeft,test02,1399,1399,2811,2817,0.0,0.002129925452609159
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###setLeft,test05,1398,1399,2801,2817,0.0007147962830593281,0.0056798012069577564
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###setLeft,test23,1398,1399,2800,2817,0.0007147962830593281,0.006034788782392616
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###setLeft,test27,1398,1399,2803,2817,0.0007147962830593281,0.004969826056088037
